metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Hertford_40_deco_1,manuscript_23037,,MS_Hertford_40,,manuscript,,MS_Hertford_40,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_33_deco_1,manuscript_23031,,MS_Hertford_33,,manuscript,,MS_Hertford_33,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_32_deco_1,manuscript_23030,,MS_Hertford_32,,manuscript,,MS_Hertford_32,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_30_deco_1,manuscript_23020,,MS_Hertford_30,,manuscript,,MS_Hertford_30,,"Folios 3b and 4a decorated in gold and other colours with floral and foliate designs in blue, red, and pink. Verse endings are marked with gold roundels. Text boxes are in gold with red outlines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_31_deco_1,manuscript_23021,,MS_Hertford_31,,manuscript,,MS_Hertford_31,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_35_deco_1,manuscript_23033,,MS_Hertford_35,,manuscript,,MS_Hertford_35,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_34_deco_1,manuscript_23032,,MS_Hertford_34,,manuscript,,MS_Hertford_34,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_36_deco_1,manuscript_23034,,MS_Hertford_36,,manuscript,,MS_Hertford_36,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hertford_37_deco_1,manuscript_23035,,MS_Hertford_37,,manuscript,,MS_Hertford_37,,No decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.19_deco_1,manuscript_3393,,Uk_IO_Islamic_4720.19,,manuscript,,Uk_IO_Islamic_4720.19,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.25_deco_1,manuscript_3400,,Uk_IO_Islamic_4720.25,,manuscript,,Uk_IO_Islamic_4720.25,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.31_deco_1,manuscript_3407,,Uk_IO_Islamic_4720.31,,manuscript,,Uk_IO_Islamic_4720.31,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4717B_deco_1,manuscript_3382,,Uk_IO_Islamic_4717B,,manuscript,,Uk_IO_Islamic_4717B,,Containing illustrated examples,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_37_deco_1,manuscript_32510,,Uk_RSPA_37,,manuscript,,Uk_RSPA_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_598_deco_1,manuscript_32725,,Uk_Delhi_Persian_598,,manuscript,,Uk_Delhi_Persian_598,,"Red leather Indian binding with blind-tooled central medallion, vertical pendants (two above and below), corners and triple ruled gilt-painted frame. Marbled pastedowns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_23_deco_1,manuscript_32502,,Uk_RSPA_23,,manuscript,,Uk_RSPA_23,,"On both f1v and f2r there is a full page illuminated headpiece of blue and gold floral design. On f6v, the start of the poem proper, there is a much smaller headpiece above the beginning of the textblock. Gilded ruled margins.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_23_deco_2,manuscript_32502,,Uk_RSPA_23,,manuscript,,Uk_RSPA_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_16210_deco_1,manuscript_18415,,Uk_Or_16210,,manuscript,,Uk_Or_16210,Red headings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1130_deco_1,manuscript_32297,,Uk_Delhi_Persian_1130,,manuscript,,Uk_Delhi_Persian_1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_12076_deco_1,manuscript_5460,,Uk_Or_12076,,manuscript,,Uk_Or_12076,,Miniatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1118_deco_1,manuscript_32771,,Uk_Delhi_Persian_1118,,manuscript,,Uk_Delhi_Persian_1118,,Marbled half-leather binding dating from the 19th century.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_4239_deco_1,manuscript_5918,,Uk_Or_4239,,manuscript,,Uk_Or_4239,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_2393_deco_1,manuscript_3527,,Uk_IO_Islamic_2393,,manuscript,,Uk_IO_Islamic_2393,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_32-star_deco_1,manuscript_3214,,Uk_Delhi_Persian_32-star,,manuscript,,Uk_Delhi_Persian_32-star,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3927_deco_1,manuscript_17970,,Uk_IO_Islamic_3927,,manuscript,,Uk_IO_Islamic_3927,"Illuminated headpieces or sar lawḥ (ff. 1v, 119v); coloured rulings or jadāval; interlinear gilding or taḥrīr (ff. 1v-2r, 119v-120r)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3099_deco_1,manuscript_3553,,Uk_IO_Islamic_3099,,manuscript,,Uk_IO_Islamic_3099,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_995_deco_1,manuscript_32423,,Uk_Delhi_Persian_995,,manuscript,,Uk_Delhi_Persian_995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_7283_deco_1,manuscript_6208,,Uk_Or_7283,,manuscript,,Uk_Or_7283,,,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4721_deco_1,manuscript_3453,,Uk_IO_Islamic_4721,,manuscript,,Uk_IO_Islamic_4721,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_56_deco_1,manuscript_3244,,Uk_Delhi_Persian_56,,manuscript,,Uk_Delhi_Persian_56,,Infrequent,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_903B_deco_1,manuscript_32794,,Uk_Delhi_Persian_903B,,manuscript,,Uk_Delhi_Persian_903B,,"Illuminated polychrome headpiece, mostly in gold ().",headpiece,f. 1v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_903B_deco_2,manuscript_32794,,Uk_Delhi_Persian_903B,,manuscript,,Uk_Delhi_Persian_903B,,"Brown leather Indian binding, probably dating from the 19th century.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_42_deco_1,manuscript_3230,,Uk_Delhi_Persian_42,,manuscript,,Uk_Delhi_Persian_42,,Infrequent,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4709_deco_1,manuscript_3373,,Uk_IO_Islamic_4709,,manuscript,,Uk_IO_Islamic_4709,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_5331_deco_1,manuscript_5951,,Uk_Or_5331,,manuscript,,Uk_Or_5331,,Written on Chinese paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1001B_deco_1,manuscript_18572,,Uk_Delhi_Persian_1001B,,manuscript,,Uk_Delhi_Persian_1001B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_2581_deco_1,manuscript_3535,,Uk_IO_Islamic_2581,,manuscript,,Uk_IO_Islamic_2581,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_639_deco_1,manuscript_3255,,Uk_Delhi_Persian_639,,manuscript,,Uk_Delhi_Persian_639,,Rubrication,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_639_deco_2,manuscript_3255,,Uk_Delhi_Persian_639,,manuscript,,Uk_Delhi_Persian_639,,Illuminated head-piece on,other,fol. 1v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4756.B_deco_1,manuscript_3475,,Uk_IO_Islamic_4756.B,,manuscript,,Uk_IO_Islamic_4756.B,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1252_deco_1,manuscript_32806,,Uk_Delhi_Persian_1252,,manuscript,,Uk_Delhi_Persian_1252,,Double text frames around the text block with single frames between the columns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_4615_deco_1,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 1v Zāl with Rustam and his other two sons.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 1v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f001v
Uk_Or_4615_deco_2,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 2r (above). Rustam standing at the edge of the pit of spears shooting Shaghād. (below). Rūdābeh watching as Zāl sends his army under Farāmurz against Bahnam at Kabul.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 2r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f002r
Uk_Or_4615_deco_3,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 2v Zāl imprisoned in a suspended cage by order of Bahman. Mahesh.,miniature,,,,,,,,,,,,,,Mahesh,person_f2070,,,,,,,,,,,,,,,,f. 2v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f002v
Uk_Or_4615_deco_4,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 3r Ardashīr receiving Tāj Ārā'ī and Humāy (her daughter) when he selected Humāy as his wife at the harem.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 3r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f003r
Uk_Or_4615_deco_5,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 3v Bahman and his horse being swallowed by a dragon.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 3v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f003v
Uk_Or_4615_deco_6,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,"f. 4r Hurmuz, the launderer who rescued Dārāb as an infant, washing clothes in the river.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 4r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f004r
Uk_Or_4615_deco_7,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,"f. 4v Dārāb displaying his strenght by throwing a bleacher's or fuller's club in the air, watched by Hurmuz.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 4v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f004v
Uk_Or_4615_deco_8,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 5r Dārāb lifting Hurmuz.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 5r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f005r
Uk_Or_4615_deco_9,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 5v Dārāb defeating Gharjeh. Mahesh.,miniature,,,,,,,,,,,,,,Mahesh,person_f2070,,,,,,,,,,,,,,,,f. 5v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f005v
Uk_Or_4615_deco_10,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 6r Dārāb and Ẓuḥḥāk in battle with their respective armies. Lālū.,miniature,,,,,,,,,,,,,,Lālū,person_f2046,,,,,,,,,,,,,,,,f. 6r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f006r
Uk_Or_4615_deco_11,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,"f. 7v Dārāb brought before his mother, Humāy. Mithrā.",miniature,,,,,,,,,,,,,,Mithrā,person_f2248,,,,,,,,,,,,,,,,f. 7v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f007v
Uk_Or_4615_deco_12,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 10r Ẓuḥḥāk carried in a litter to Humāy's palace. Iḳbāl.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 10r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f010r
Uk_Or_4615_deco_13,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 11v Humāy playing polo with her slaves. Sānwlah.,miniature,,,,,,,,,,,,,,Sānwlah,person_f4162,,,,,,,,,,,,,,,,f. 11v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f011v
Uk_Or_4615_deco_14,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 12r Dārāb meeting Humāy on the polo ground. Mithrā.,miniature,,,,,,,,,,,,,,Mithrā,person_f2248,,,,,,,,,,,,,,,,f. 12r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f012r
Uk_Or_4615_deco_15,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 12v Dārāb playing polo. Bhīnī.,miniature,,,,,,,,,,,,,,Bhīnī,person_f691,,,,,,,,,,,,,,,,f. 12v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f012v
Uk_Or_4615_deco_16,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 14r The murdered Jahrūn brought before Humāy by his servants who are asking for justice (attribution cut off).,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 14r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f014r
Uk_Or_4615_deco_17,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 15r Humāy fainting as the fettered Dārāb is brought before her. Nānhā.,miniature,,,,,,,,,,,,,,Nānhā,person_f3231,,,,,,,,,,,,,,,,f. 15r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f015r
Uk_Or_4615_deco_18,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 16r Dārāb left by Ẓuḥḥāk to face the dragon. Nānhā.,miniature,,,,,,,,,,,,,,Nānhā,person_f3231,,,,,,,,,,,,,,,,f. 16r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f016r
Uk_Or_4615_deco_19,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,"f. 17v Dārāb attacking the dīv, Samandūn, whose brothers Ḳanṭarash and Kumūz, are watching.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 17v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f017v
Uk_Or_4615_deco_20,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 18r Dārāb brought as a prisoner before Ṭahrūsiyyeh. Shīvdās.,miniature,,,,,,,,,,,,,,Shīvdās,person_f4040,,,,,,,,,,,,,,,,f. 18r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f018r
Uk_Or_4615_deco_21,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 19v Dārāb in bed between Ṭahrūsiyyeh and 'Anṭūshiyyeh. Bhagwān.,miniature,,,,,,,,,,,,,,Bhagwān,person_f683,,,,,,,,,,,,,,,,f. 19v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f019v
Uk_Or_4615_deco_22,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 20v Dārāb and Ṭahrūsiyyeh in a boat. Bhūreh.,miniature,,,,,,,,,,,,,,Bhūreh,person_f688,,,,,,,,,,,,,,,,f. 20v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f020v
Uk_Or_4615_deco_23,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 21r Dārāb and Ṭahrūsiyyeh watching a battle between the Zangi army and bears on the Island of Angaliyun. Paras.,miniature,,,,,,,,,,,,,,Paras,person_f3293,,,,,,,,,,,,,,,,f. 21r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f021r
Uk_Or_4615_deco_24,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 21v The battle continued. Paras.,miniature,,,,,,,,,,,,,,Paras,person_f3293,,,,,,,,,,,,,,,,f. 21v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f021v
Uk_Or_4615_deco_25,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 22r The battle continued. Paras.,miniature,,,,,,,,,,,,,,Paras,person_f3293,,,,,,,,,,,,,,,,f. 22r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f022r
Uk_Or_4615_deco_26,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 23r Dārāb asking the sage for the name of the Island of Shish Mināreth. Bhagwān.,miniature,,,,,,,,,,,,,,Bhagwān,person_f683,,,,,,,,,,,,,,,,f. 23r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f023r
Uk_Or_4615_deco_27,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 23v Dārāb at the top of the minaret while the sage explains to Ṭahrūsiyyeh that whoever enters the tower cannot escape. Bhagwān.,miniature,,,,,,,,,,,,,,Bhagwān,person_f683,,,,,,,,,,,,,,,,f. 23v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f023v
Uk_Or_4615_deco_28,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 24r 'Umar entertaining Dārāb and Ṭahrūsiyyeh to a meal in his tent. Nānhā.,miniature,,,,,,,,,,,,,,Nānhā,person_f3231,,,,,,,,,,,,,,,,f. 24r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f024r
Uk_Or_4615_deco_29,manuscript_5921,,Uk_Or_4615,,manuscript,,Uk_Or_4615,,f. 25v Dārāb drawing the mighty bow of Isfandiyār before Sangarūn. The severed head of the son of the ruler of the Island of Katrun is fixed to the wall above. He was beheaded because he failed to draw the bow. Bhagwān.,miniature,,,,,,,,,,,,,,Bhagwān,person_f683,,,,,,,,,,,,,,,,f. 25v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_4615_f025v
