metadata: item UID,metadata: item ID,metadata: item n,metadata: file URL,metadata: ms ID,metadata: shelfmark,metadata: collection,metadata: ms type,metadata: part name,metadata: part ID,metadata: nest level,locus: locus,locus: from,locus: to,locus: inferred end,length: est fols,length: est cols,length: est lines,length: est % of ms,length: est % of part,work: title,work: title type,work: work ID,work: standard title(s),work: class(es),work: associated subject(s),work: subject URI(s),work: theology,work: documents,work: bible,work: literature,work: science,work: liturgy,work: history,work: law,work: philosophy,work: hagiography,work: medicine,work: christian literature,work: sermons,work: classical literature,work: monasticism and religious orders,work: grammar,work: clergy,work: rhetoric,work: geography,work: natural history,work: politics and government,work: music,work: indexes,work: conduct,work: heraldry,work: magic,work: bibliography,work: recreation,author: name(s),author: standard name(s),author: ID(s),language: text lang(s),language: main,language: other,paratext: incipit,paratext: explicit,paratext: rubric(s),paratext: rubric note(s),paratext: final rubric(s),paratext: final rubric note(s),bibliography: note(s),bibliography: bibl,bibliography: repertory/ies,bibliography: edition(s),bibliography: commented on,bibliography: related,bibliography: commentary/ies,bibliography: bible,bibliography: ms(s),bibliography: IMEV,bibliography: IMEV URI(s),bibliography: WIC,bibliography: WIC URI(s)
Uk_Or_10998_item_1,Uk_Or_10998-item1,,manuscript_5265,Uk_Or_10998,,,manuscript,,Uk_Or_10998,1,,,,,,,,,,Javāhir al-‘uqūd; جواهر العقود; Mūsh u gurbah; >موش و گربه,alt,work_8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamāl al-Dīn ibn Ḥajjī Muḥammad Farāhānī جمال الدین ابن حجی محمد فراهانی,,person_f1714,Persian,fa,,,,,,,,Discourses on theology and anecdotes,"For a more detailed description see Meredith-Owens 1968, page 46.",,,,,,,,,,,
Uk_Delhi_Persian_1039_item_1,Uk_Delhi_Persian_1039-item1,1.0,manuscript_18526,Uk_Delhi_Persian_1039,,,manuscript,,Uk_Delhi_Persian_1039,1,,,,,,,,,,,,,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh2006003807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muḥammad Riz̤āʾ محمّد رضاٴ,,,Persian and Arabic,per,ara,,,,,,,"Untitled commentary on the second daftar of the Mas̲navī-'i maʿnavī of Jalāl al-Dīn Rūmī (d. 670/1271) by the commentator Muḥammad Riz̤āʾ, known to have authored a similar work in 1084/1673-4 entitled Mukāshifāt-i sharḥ-i Mas̲navī according to Levy. The work begins without any preface or introduction. Dated colophon (f. 68r): completed Saturday, 15 Muḥarram 1199/28 November 1784, in reign of Emperor Shāh ʿĀlam (RY omitted). Rough nastaʿlīq, with sections in Indian taʿlīq, probably by the same scribe. Annotations and corrections in margins. Stamped foliation. Lacking binding. Loose folded paper wrapper (contents page from a volume of the legal statutes of the Supreme Government: printed by G. H. Huttmann, Bengal Military Orphan Press, Calcutta, 1843), watermarked (seated Britannia or Minerva in crowned oval, no date); torn, stained, and incomplete. Folios unbound; cropped, excessive wormholes, later repairs. Condition fragile.",,,,,,,,,,,,
Uk_Or_5006_item_1,Uk_Or_5006-item1,,manuscript_5930,Uk_Or_5006,,,manuscript,,Uk_Or_5006,1,,,,,,,,,,Poetical works,desc,work_21120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 8-1595 فيضي ،ابو الفيض الله بن المبارك Fayz̤ī ibn Shaykh Mubārak فیضی ابن شیخ مبارک",,,Persian,fa,,,,,,,,,"For a more detailed description see Meredith-Owens 1968, page 49.",,,,,,,,,,,
Uk_Delhi_Persian_485_item_1,Uk_Delhi_Persian_485-item1,1.0,manuscript_17760,Uk_Delhi_Persian_485,,,manuscript,,Uk_Delhi_Persian_485,1,,,,,,,,,,Mufīd; مفيد,,work_21763,,http://lccn.loc.gov/sh85100074 http://lccn.loc.gov/sh85104368 http://lccn.loc.gov/sh85129379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shāh Muḥammad Zāhidī ibn Masīḥ al-Zamān Hānavī محمّد زاهد,,,Persian & Arabic,per,ara,,,,,,,"Beginner's guide to Persian literary composition by Shāh Muḥammad Zāhidī ibn Masīḥ al-Zamān Hānavī The work consists of five chapters on synonyms, grammar, common phrases, and sample letters and documents as models Defective at end Not dated; circa nineteenth century",,,,,,,,,,,,
Uk_Or_11310_item_1,Uk_Or_11310-item1,1.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 2r-23r,2r,23r,False,22.0,,,,,Sharḥ-i Marghūb al-qulūb; Marghūbal-qulūb [sic]; شرح مرغوب القلوب; مرغوبل قلوب,alt,work_9416,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh2008104964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shams-i Tabrīzī, d. 1247 Tabrīzī, Shams al-Dīn, d. 645/1249 تبريزى، شمس الدین",,,Persian,fa,,,,,,,,"A commentary in Dakani prose on Marghūb al-qulūb (, a mas̲navī poem on Sufism and ethics popularly attributed to مرغوب القلوب) Shams-i Tabrīzī, d. 1247. The commetary is attributed in the manuscript to Burhān al-Dīn Jānam, d. 1007/1598, but is considered by some scholars to be the work of Shāh Mīrānjī Shams al-ʻUshshāq, d. 994/1586 or of Shāh Mīrānjī Khudānumā","For a more detailed description see Waley 1998, page 11.",,,,,,,,,,,
Uk_Or_11310_item_2,Uk_Or_11310-item2,4.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 25r-34r,25r,34r,False,10.0,,,,,Risālah dar taṣavvuf; رساله در تصوف,,work_21117,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burhān al-Dīn Jānam, d. 1007/1598",,person_f738,Persian,fa,,,,,,,,"An untitled and anonymous treatise on aspects of Sufism; Title has been supplied by Waley 1998, page 11.","For a more detailed description see Waley 1998, page 11.",,,,,,,,,,,
Uk_Or_11310_item_3,Uk_Or_11310-item3,11.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 62v (lines 6-10),,,,,,,,,Tārīkh; تاریخ,,work_20208,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85025404 http://lccn.loc.gov/sh85100084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"Chronogram for the death of Shāh Amīn al-Dīn ʻAlī Aʻlà, d. 1085/1674, شاه امین الدین علی اعلی ; Title has been supplied by Waley 1998, page 59.","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_4,Uk_Or_11310-item4,12.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 62v (lines 11-14),,,,,,,,,Munājāt; مناجات,,work_20399,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85100084 http://lccn.loc.gov/sh85129656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anṣārī al-Harawī, ʻAbd Allāh ibn Muḥammad, 1006-1089 انصارى الهروى، عبدالله بن محمد",,,Persian,fa,,,,,,,,"Verses on good and evil, from the Munājāt of ʻAbd Allāh Anṣārī ; Title has been supplied by Waley 1998, page 59.","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_5,Uk_Or_11310-item5,15.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 106r-111v,106r,111v,False,6.0,,,,,Irshād al-ṭālibīn; إرشاد الطالبين,,work_20954,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85072981 http://lccn.loc.gov/sh2002006172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"A treatise on various aspects of Sufism, including quotations from the Qurʼān and Traditions and a couplet in Dakani by Shāh Mīrānjī Shams al-ʻUshshāq, d. 994/1586","For a more detailed description see Waley 1998, page 11.",,,,,,,,,,,
Uk_Or_11310_item_6,Uk_Or_11310-item6,18.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 116v (lines 1-5),,,,,,,,,Khayāl; خیال,,work_9417,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85100084 http://lccn.loc.gov/sh85129656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"Anonymous Persian verses, concerning the merits of dervishes","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_7,Uk_Or_11310-item7,20.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 116v (lines 9-18),,,,,,,,,Mufradāt; مفردات,,work_21043,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh2008104964 http://lccn.loc.gov/sh85129656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"Anonymous Persian and Dakani verses on Sufism and ethics; Title has been supplied by Waley 1998, page 59.","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_8,Uk_Or_11310-item8,29.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 130v-131r,130v,131r,False,2.0,,,,,Ḥaz̤rat-i Shaykh Junayd raḥmat Allāh ʻalayh; حضرت شیخ جنيد رحمت الله ع‍ل‍ي‍ه‌,,work_9418,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"An anecdote about a physician who gave Junayd ibn Muḥammad, Abū al-Qāsim, d. 910?of Baghdad, , a “medicine” against sin also in أبو القاسم الجنيد بن محمد Or. 9700 (British Library)., text 4","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_9,Uk_Or_11310-item9,30.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 131r-131v,131r,131v,False,1.0,,,,,"Abyāt, Duʻā, Tārīkh; ابیات، دعا، تاریخ‌",,work_9419,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian and Arabic,fa,ar,,,,,,,"Two verses one attributed to Saʻdī, ; a prayer in Arabic for a Sufi shaykh سعدی شيرازی Pīr-i Dastgīr, ; and a chronogram for the death of پیر دستگیر Shāh Amīn al-Dīn ʻAlī Aʻlà, d. 1085/1674, , شاه امین الدین علی اعلی","For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_10,Uk_Or_11310-item10,39.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 158r-159r,158r,159r,False,2.0,,,,,Vujūdīyya; وجودية,,work_9420,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh2009125966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shāh Amīn al-Dīn ʻAlī Aʻlà, d. 1085/1674 شاه امین الدین علی اعلی",,person_f3995,Persian,fa,,,,,,,,"A treatise in Dekani and Persian concerning Sufi teachings about God and the love for God; Title has been supplied by Waley 1998, page 11.","For a more detailed description see Waley 1998, page 11.",,,,,,,,,,,
Uk_Or_11310_item_11,Uk_Or_11310-item11,40.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,f 159r (lines 5-9),,,,,,,,,Untitled,desc,work_21218,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,An unidentified Persian verse on Sufi metaphysics,"For a more detailed description see Waley 1998, page 59.",,,,,,,,,,,
Uk_Or_11310_item_12,Uk_Or_11310-item12,41.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,f 159r (lines 10-20),,,,,,,,,Ḥāfiẓ-rāst; حافظ راست,,work_9421,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85100084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"Verses from a ghazal here incorrectly attributed to Ḥāfiẓ, 14th cent., ‏حافظ","For a more detailed description see Waley 1998, page 60.",,,,,,,,,,,
Uk_Or_11310_item_13,Uk_Or_11310-item13,48.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,f 170v (lines 9-11),,,,,,,,,Rubāʻī; رباعى; Rūbā‘ī (sic); روباعى,alt,work_9422,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85100084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anonymous,,person_f407,Persian,fa,,,,,,,,"A philosophical quatrain; Main title has been supplied by Waley 1998, page 60.","For a more detailed description see Waley 1998, page 60.",,,,,,,,,,,
Uk_Or_11310_item_14,Uk_Or_11310-item14,49.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,f 171r,,,,,,,,,Verses by different authors,desc,work_9099,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh85100084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Various authors,,person_f4302,Persian,fa,,,,,,,,"Verses, including a bayt attributed to Jāmī, 1414-1492, جامى","For a more detailed description see Waley 1998, page 60.",,,,,,,,,,,
Uk_Or_11310_item_15,Uk_Or_11310-item15,50.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 158r-159r,158r,159r,False,2.0,,,,,Vujūd al-ʼāshiqīn; وجود العاشقين,,work_9423,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bandah Navāz, 1321-1422 بنده نواز Sayyid Muḥammad ibn Yūsuf Ḥusainī سید محمد بن ایوسف حسنی Gīsūdarāz گیسودراز",,,Persian,fa,,,,,,,,A treatise on the principles and courtesies of following the Sufi Way,"For a more detailed description see Waley 1998, page 12.",,,,,,,,,,,
Uk_Or_11310_item_16,Uk_Or_11310-item16,51.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 184v-186r,184v,186r,False,3.0,,,,,Sharḥ-i Tamhīdāt; شرح تمهیدات,,work_9424,,http://lccn.loc.gov/sh2008112367 http://lccn.loc.gov/sh2009125966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ʻAyn al-Quḍāh al-Hamadhānī, ʻAbd Allāh ibn Muḥammad, d. 1131 عين القضاه الهمدانى، عبد الله بن محمد",,,Persian,fa,,,,,,,,,"For a more detailed description see Waley 1998, page 12.",,,,,,,,,,,
Uk_Or_11310_item_17,Uk_Or_11310-item17,52.0,manuscript_5318,Uk_Or_11310,,,manuscript,,Uk_Or_11310,1,ff 171v-184r,171v,184r ,False,14.0,,,,,Vujūd al-‘āshīqīn; وجود العآشیقین,,work_9425,,http://lccn.loc.gov/sh2008112367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makhdūm Shāh مخدوم شاه,,person_f2093,Persian,fa,,,,,,,,,"Meredith-Owens 1968, page 8.",,,,,,,,,,,
Uk_Or_5760_item_1,Uk_Or_5760-item1,,manuscript_6009,Uk_Or_5760,,,manuscript,,Uk_Or_5760,1,,,,,,,,,,Bayān-i Fārsī; بیان فارسی,,work_499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bāb, ʻAlī Muḥammad Shīrāzī, 1819-1850 ‘Alī Muḥammad Shīrāzī, the Bāb على محمد شيرازى، الباب",,,Persian,fa,,,,,,,,"Vāḥid I – Vāḥid 19, Bāb 10","For a more detailed description see Meredith-Owens 1968, page 34.",,,,,,,,,,,
Uk_Delhi_Persian_1555x_item_1,Uk_Delhi_Persian_1555x-item1,1.0,manuscript_32603,Uk_Delhi_Persian_1555x,,,manuscript,,Uk_Delhi_Persian_1555x,1,,,,,,,,,,Āʾīn-i Akbarī; آئين اكبرى,,work_20881,,http://lccn.loc.gov/sh85064913 http://lccn.loc.gov/sh2008115922 http://lccn.loc.gov/sh85135483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʿAllāmī Shaykh Abū al-Faz̤l Nāgawrī علّامى شيخ ابو الفضل ناگورى,,,"Persian, Arabic, Urdu",fa,ar ur,,,,,,,"Complete copy of the compendious gazetteer Āʾīn-i Akbarī, the last volume of the official regnal chronicle, the Akbar'nāmah, by ʿAllāmī Shaykh Abū al-Faz̤l Nāgawrī, commissioned by the Timurid (Mughal) ruler, Emperor Akbar I (d. 1014/1605). The work comprises an introduction, three sections termed daftar, and a conclusion containing the author’s partial autobiography. Not dated at end. Painted illustrations (ff. 36v, 37v, 69r, 69v, 284v, 285r). Diagrams and tables (ff. 11v-12r, 16r-18v, 20r. 20v-22r, 25r-26v, 30v-32v, 35v-36r, 55v-57r, 71r-74v,75v-76r, 83v-84r, 88v-89r, 97v-127v, 130v-142v, 145r-147r, 148r-153r, 154v-159r, 160r-164v, 166v, 168r-172r, 172v, 173, 175r-178v, 181r-183v, 186r-190r, 191r, 194v-198v, 199r-201r, 202v-203v, 207v-209v, 213v-214r, 216r, 225r, 225v-232v, 235r, 235v, 238r, 257). Scribal nastaʿlīq occasionally lapsing into shikastah āmīz, on oriental papers occasionally tinted pale blue. Annotations, occasionally dense. Stamped foliation. Original covers lost. Folios unbound; cropped, creased, stained, wormholes, later repairs. Condition fragile.",,,,,,,,,,,,
Uk_Or_5774_item_1,Uk_Or_5774-item1,,manuscript_6014,Uk_Or_5774,,,manuscript,,Uk_Or_5774,1,,,,,,,,,,Mīrṣād al-‘ibād; مرصاد العباد,,work_1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Najm al-Dīn Rāzī, ʻAbd Allāh ibn Muḥammad, d. 1256 or 7 Najm al-Dīn Dāyah نجم الدين دایه نجم الدين رازى، عبد الله بن محمد",,,Persian,fa,,,,,,,,Imperfect at the beginning,"For a more detailed description see Meredith-Owens 1968, page 3.",,,,,,,,,,,
Uk_Or_5012_item_1,Uk_Or_5012-item1,,manuscript_5933,Uk_Or_5012,,,manuscript,,Uk_Or_5012,1,,,,,,,,,,Mas̲navī; مثنوی,,work_20506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalāl al-Dīn Rūmī جلال الدین رومی,,,Persian,fa,,,,,,,,,"For a more detailed description see Meredith-Owens 1968, page 65.",,,,,,,,,,,
Uk_Or_7162_item_1,Uk_Or_7162-item1,,manuscript_6189,Uk_Or_7162,,,manuscript,,Uk_Or_7162,1,,,,,,,,,,Dīvān-i Nābī; ديوان نابى,,work_8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nabi, 1641 or 2-1712 Yūsuf Nābī, d. 1124/1712 Yusuf Nâbî, d. 1124/1712 نابى",,viaf_4961560,Turkish and Persian,tur,fa,,,,,,,"Lyric poems; On ff. 1v-2v is a Persian Naʻt-i sharīf-i Fakhr-i Kāʼināt, in praise of the Prophet Muḥammad ;","For a more detailed description see Waley 1998, page 54.",,,,,,,,,,,
Uk_Or_13512_item_1,Uk_Or_13512-item1,1.0,manuscript_5566,Uk_Or_13512,,,manuscript,,Uk_Or_13512,1,ff 1-7,1.0,7.0,False,7.0,,,,,Letters from Mīr Lāʼiq Khān,desc,work_8697,,http://lccn.loc.gov/n89283556 http://lccn.loc.gov/sh85100074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khan, Mir Laiq Ali, 1861-1889 خان، مير لايق على",,,Persian and Urdu,fa,ur,,,,,,,"Autograph letters from Mīr Mir Laiq Ali Khan, 1861-1889, Navāb Sālār Jang II, d. 1306 or 1307/ 1889 to Munīr Navāz Jang Navāb Muḥsin al-Mulk, d. 1325/1907 ; Title has been supplied","For a more detailed description see Waley 1998, page 26.",,,,,,,,,,,
Uk_Delhi_Persian_490_item_1,Uk_Delhi_Persian_490-item1,1.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 1v-7r,1v,7r,False,7.0,,,,,Ādāb al-ṣibyān; آداب الصّبيان,,work_23272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javāhir Mal ibn Ānand Laʿl ibn Rām Rāy Kāyath Saksīnah جواهر مل ابن انند مل ابن رام راى كايته سكسينه,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 a. Treatise on Persian literary aesthetics and principles or qāʿidah of formal correspondence in refined prose or inshāʾ, by Javāhir Mal, one of the sons of Ānand Laʿl ibn Rām Rāy Kāyath Saksīnah (Saksena), the resident qānūngū of qaṣbah Akbarābād (Agra) in sarkār Badāʾūn, in the environs of dār al-khilāfah Shāhjahānābād (Delhi). The work is erroneously entitled Dastūr al-ʿamal in the colophon. The work is divided into four sections termed qāʿidah, of which only the first is indicated. The author indicates in the preface that he composed other works on inshāʾ or epistolary, poetry, and tales, including the Inshā-yi Javāhir, Chahār bahār, Qiṣṣah-'i Makhzan al-Javāhir, Inshā-yi rangīn, Inshā-yi nafāʾis al-Javāhir, Nuskhah-'i nigāristān, Inshā-yi Javāhir al-faz̤āʾil, Nigār-i dānish, Lāmiʿ al-kamāl, and the Dastūr al-ʿamal, as well as poetic works, including a Dīvānof ghazalīyāt, Maṭlaʿ al-saʿdayn, Mas̲navī-yi dil'āshūb, Bahādur'nāmah, Gyān mālā, Qaṣāʾid-i qurrat al-kamāl, Qaṣāʾid-i duvvum-i ṭurrah al-kamāl, Ḥamzah'nāmah, Mas̲navī-yi kuḥl al-abṣār, and most of the Mas̲navī-yi afsānah[-‘ii] afsūn. The work was patronised by ʿAz̤ud al-Dawlah Shīr Afgan Khān Bahādur Ṣafdarjang, of dār al-amān Multān, and composed in RY 6 of Emperor Muḥammad Shāh, that is, 1136/1723-4, at qaṣbah Sūnī Pat (Sonipat) in the environs of dār al-khilāfah Shāhjahānābād. Dated colophon (f. 7r): completed on the eve before Thursday, 20 Rabīʿ al-S̲ānī, 1241/2 December 1825. Transcribed in awkward shikastah āmīz in diagonal and horizontal orientations on alternating folios.",,,,,,,,,,,,
Uk_Delhi_Persian_490_item_2,Uk_Delhi_Persian_490-item2,2.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 9r-26v,9r,26v,False,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ẓuhūrī ظهورى,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 b. Essay in highly refined prose and verse celebrating the market built for the use and economic operation of élite women of Bījāpūr (covering the establishments of jewellers, mercers, florists, confectioners, perfumiers, fruitiers, tobacconists, pān sellers, and grocers), written by the poet Nūr al-Dīn Muḥammad Turshīzī Khurāsānī takhalluṣ Ẓuhūrī(d. 1025/1616), who emigrated to India and found patronage at the court of Ibrāhīm II ʿĀdil Khān/ʿĀdil Shāh at Bījāpūr. The work is conventionally entitled Mīnā bāzār, which is mentioned in the colophon, but not in the text itself. The colophon erroneously attributes authorship to Irādat Khān takhalluṣ Vāz̤iḥ, although many prose stylists imitated Ẓuhūrīwith their own versions appropriate to their period and location. Dated colophon (f. 26v): completed by Tahavvur ʿAlī, 11 Shaʿbān 1241/21 March 1826. Nastaʿlīq and shikastah āmīz.",,,,,,,,,,,,
Uk_Delhi_Persian_490_item_3,Uk_Delhi_Persian_490-item3,3.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 27r-40r,27r,40r,False,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ẓuhūrī ظهورى,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 c. Collection of five allegorical essays in highly refined prose and verse on varied subjects, written by the poet Nūr al-Dīn Muḥammad Turshīzī Khurāsānī takhalluṣ Ẓuhūrī (d. 1025/1616), who emigrated to India and found patronage at the court of Ibrāhīm II ʿĀdil Khān/ʿĀdil Shāh at Bījāpūr. The work is conventionally entitled Panj maqālah, of which the colophon records the variation Panj ruqʿah. Partially dated colophon (f. 40r): completed Sunday, 2 Shaʿbān [1241]/12 March 1826. Awkward nastaʿlīq.",,,,,,,,,,,,
Uk_Delhi_Persian_490_item_4,Uk_Delhi_Persian_490-item4,4.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 40v-41v,40v,41v,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ẓuhūrī ظهورى,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 d. Untitled collection of two essays briefly described in the concluding subscription as an addendum or z̲ayl to the larger Panj ruqʿahcollection (see Delhi Persian 490, item c) of five allegorical essays in highly refined prose and verse on varied subjects, written by the poet Nūr al-Dīn Muḥammad Turshīzī Khurāsānī takhalluṣ Ẓuhūrī (d. 1025/1616), who emigrated to India and found patronage at the court of Ibrāhīm II ʿĀdil Khān/ʿĀdil Shāh at Bījāpūr. Not dated at end.",,,,,,,,,,,,
Uk_Delhi_Persian_490_item_5,Uk_Delhi_Persian_490-item5,5.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 43r-49v,43r,49v,False,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ẓuhūrī ظهورى,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 e. Untitled preface in highly refined prose and verse written by the poet Nūr al-Dīn Muḥammad Turshīzī Khurāsānī takhalluṣ Ẓuhūrī (d. 1025/1616) as an independent work prefixed to the Kitāb-i nawras, a treatise on Indian music and Hindavī poetry (or rather the Dakhinī Urdu dialect) by the author’s patron, Ibrāhīm II ʿĀdil Khān/ʿĀdil Shāh of Bījāpūr. The work is named in the concluding subscription as Nas̲r-i avval. Not dated at end. Awkward nastaʿlīq. Densely annotated in margins and interlinear spaces concentrated mostly in earlier sections.",,,,,,,,,,,,
Uk_Delhi_Persian_490_item_6,Uk_Delhi_Persian_490-item6,6.0,manuscript_32375,Uk_Delhi_Persian_490,,,manuscript,,Uk_Delhi_Persian_490,1,ff. 51r-58r,51r,58r,False,8.0,,,,,Gulzār-i Ibrāhīm; گلزار ابراهیم,,work_6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ẓuhūrī ظهورى,,,Persian and Arabic,fa,ar,,,,,,,"Delhi Persian 490 f. Essay in highly refined prose and verse by the poet Nūr al-Dīn Muḥammad Turshīzī Khurāsānī takhalluṣ Ẓuhūrī (d. 1025/1616), commencing the author’s work conventionally entitled Gulzār-i Ibrāhīm, written in honour of his patron, Ibrāhīm II ʿĀdil Khān/ʿĀdil Shāh of Bījāpūr. The work deals with multiple facets of the patron’s rule and personal character. The work is named in the concluding subscription as Nas̲r-i dūyum. Not dated at end. Awkward nastaʿlīq. Frequently annotated in margins and interlinear spaces concentrated mostly in earlier sections.",,,,,,,,,,,,
