metadata: history UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: history,overview: type,dates: when,dates: not before,dates: not after,dates: from,dates: to,dates: certainty,dates: calendar,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: annotator name(s),people: annotator ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: binder name(s),people: binder ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: bookseller name(s),people: bookseller ID(s),people: other name(s),people: other ID(s),former owners (person): standard name(s),former owners (person): birth,former owners (person): death,former owners (person): floruit not before,former owners (person): floruit not after,former owners (person): occupation,former owners (person): sex,former owners (person): nationality,former owners (person): lang knowledge,former owners (person): residence,former owners (person): affiliation,orgs: former owner name(s),orgs: former owner ID(s),orgs: patron name(s),orgs: patron ID(s),orgs: donor name(s),orgs: donor ID(s),orgs: other name(s),orgs: other ID(s),former owners (org): standard name(s),former owners (org): affiliation,former owners (org): latitude,former owners (org): longitude,former owners (org): settlement,former owners (org): country,places: name(s),places: ID(s),places: standard name(s),places: longitude,places: latitude,places: region,places: country
King's Pote 107_hist_1,manuscript_11964,,King's Pote 107,,manuscript,,Kings_107,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 107_hist_2,manuscript_11964,,King's Pote 107,,manuscript,,Kings_107,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 9_hist_1,manuscript_12229,,King's Pote 9,,manuscript,,Kings_9,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 9_hist_2,manuscript_12229,,King's Pote 9,,manuscript,,Kings_9,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 192(2)_hist_1,manuscript_12072,,King's Pote 192(2),,manuscript,,Kings_192_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 192(2)_hist_2,manuscript_12072,,King's Pote 192(2),,manuscript,,Kings_192_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(1)_hist_1,manuscript_12135,,King's Pote 248(1),,manuscript,,Kings_248_1,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(1)_hist_2,manuscript_12135,,King's Pote 248(1),,manuscript,,Kings_248_1,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 8_hist_1,manuscript_12213,,King's Pote 8,,manuscript,,Kings_8,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 8_hist_2,manuscript_12213,,King's Pote 8,,manuscript,,Kings_8,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 106_hist_1,manuscript_11963,,King's Pote 106,,manuscript,,Kings_106,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 106_hist_2,manuscript_11963,,King's Pote 106,,manuscript,,Kings_106,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 28_hist_1,manuscript_12150,,King's Pote 28,,manuscript,,Kings_28,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 28_hist_2,manuscript_12150,,King's Pote 28,,manuscript,,Kings_28,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 14_hist_1,manuscript_12007,,King's Pote 14,,manuscript,,Kings_14,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 14_hist_2,manuscript_12007,,King's Pote 14,,manuscript,,Kings_14,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 38_hist_1,manuscript_12164,,King's Pote 38,,manuscript,,Kings_38,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 38_hist_2,manuscript_12164,,King's Pote 38,,manuscript,,Kings_38,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 10_hist_1,manuscript_11953,,King's Pote 10,,manuscript,,Kings_10,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 10_hist_2,manuscript_11953,,King's Pote 10,,manuscript,,Kings_10,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 116_hist_1,manuscript_11976,,King's Pote 116,,manuscript,,Kings_116,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 116_hist_2,manuscript_11976,,King's Pote 116,,manuscript,,Kings_116,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 88(3)_hist_1,manuscript_12227,,King's Pote 88(3),,manuscript,,Kings_88_3,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 88(3)_hist_2,manuscript_12227,,King's Pote 88(3),,manuscript,,Kings_88_3,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 137(2)_hist_1,manuscript_12001,,King's Pote 137(2),,manuscript,,Kings_137_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 137(2)_hist_2,manuscript_12001,,King's Pote 137(2),,manuscript,,Kings_137_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 249_hist_1,manuscript_12138,,King's Pote 249,,manuscript,,Kings_249,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 249_hist_2,manuscript_12138,,King's Pote 249,,manuscript,,Kings_249,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 88(2)_hist_1,manuscript_12226,,King's Pote 88(2),,manuscript,,Kings_88_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 88(2)_hist_2,manuscript_12226,,King's Pote 88(2),,manuscript,,Kings_88_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 113(2)_hist_1,manuscript_11973,,King's Pote 113(2),,manuscript,,Kings_113_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 113(2)_hist_2,manuscript_11973,,King's Pote 113(2),,manuscript,,Kings_113_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 117_hist_1,manuscript_11977,,King's Pote 117,,manuscript,,Kings_117,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 117_hist_2,manuscript_11977,,King's Pote 117,,manuscript,,Kings_117,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 93(1)_hist_1,manuscript_12233,,King's Pote 93(1),,manuscript,,Kings_93_1,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 93(1)_hist_2,manuscript_12233,,King's Pote 93(1),,manuscript,,Kings_93_1,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 103_hist_1,manuscript_11959,,King's Pote 103,,manuscript,,Kings_103,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 103_hist_2,manuscript_11959,,King's Pote 103,,manuscript,,Kings_103,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 11_hist_1,manuscript_11967,,King's Pote 11,,manuscript,,Kings_11,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 11_hist_2,manuscript_11967,,King's Pote 11,,manuscript,,Kings_11,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 39_hist_1,manuscript_12165,,King's Pote 39,,manuscript,,Kings_39,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 39_hist_2,manuscript_12165,,King's Pote 39,,manuscript,,Kings_39,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 13_hist_1,manuscript_11991,,King's Pote 13,,manuscript,,Kings_13,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 13_hist_2,manuscript_11991,,King's Pote 13,,manuscript,,Kings_13,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 129_hist_1,manuscript_11990,,King's Pote 129,,manuscript,,Kings_129,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 129_hist_2,manuscript_11990,,King's Pote 129,,manuscript,,Kings_129,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 115_hist_1,manuscript_11975,,King's Pote 115,,manuscript,,Kings_115,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 115_hist_2,manuscript_11975,,King's Pote 115,,manuscript,,Kings_115,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 101_hist_1,manuscript_11956,,King's Pote 101,,manuscript,,Kings_101,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 101_hist_2,manuscript_11956,,King's Pote 101,,manuscript,,Kings_101,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 137(1)_hist_1,manuscript_12000,,King's Pote 137(1),,manuscript,,Kings_137_1,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
